,path,source,actor,gender,emotion,emotion_lb,split
1067,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-08-02-01-01-18.wav,Ravdess,18,female,8,female_surprised,Train
1068,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-07-01-02-01-18.wav,Ravdess,18,female,7,female_disgust,Train
1069,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-08-01-02-02-18.wav,Ravdess,18,female,8,female_surprised,Train
1071,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-07-02-02-02-18.wav,Ravdess,18,female,7,female_disgust,Train
1075,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-08-01-02-01-18.wav,Ravdess,18,female,8,female_surprised,Train
1080,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-01-01-02-01-19.wav,Ravdess,19,male,1,male_neutral,Train
1081,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-03-01-01-01-19.wav,Ravdess,19,male,3,male_happy,Train
1082,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-03-02-01-01-19.wav,Ravdess,19,male,3,male_happy,Train
1083,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-02-02-02-01-19.wav,Ravdess,19,male,2,male_calm,Train
1084,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-02-01-02-01-19.wav,Ravdess,19,male,2,male_calm,Train
1085,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-02-02-01-02-19.wav,Ravdess,19,male,2,male_calm,Train
1086,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-04-01-01-01-19.wav,Ravdess,19,male,4,male_sad,Train
1087,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-01-01-01-01-19.wav,Ravdess,19,male,1,male_neutral,Train
1088,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-03-01-02-01-19.wav,Ravdess,19,male,3,male_happy,Train
1089,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-03-01-01-02-19.wav,Ravdess,19,male,3,male_happy,Train
1090,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-02-02-02-02-19.wav,Ravdess,19,male,2,male_calm,Train
1091,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-02-01-01-01-19.wav,Ravdess,19,male,2,male_calm,Train
1092,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-03-01-02-02-19.wav,Ravdess,19,male,3,male_happy,Train
1093,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-02-01-02-02-19.wav,Ravdess,19,male,2,male_calm,Train
1094,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-01-01-02-02-19.wav,Ravdess,19,male,1,male_neutral,Train
1095,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-03-02-02-02-19.wav,Ravdess,19,male,3,male_happy,Train
1096,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-01-01-01-02-19.wav,Ravdess,19,male,1,male_neutral,Train
1097,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-02-02-01-01-19.wav,Ravdess,19,male,2,male_calm,Train
1098,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-02-01-01-02-19.wav,Ravdess,19,male,2,male_calm,Train
1099,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-03-02-01-02-19.wav,Ravdess,19,male,3,male_happy,Train
1100,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-03-02-02-01-19.wav,Ravdess,19,male,3,male_happy,Train
1101,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-06-02-01-01-19.wav,Ravdess,19,male,6,male_fearful,Train
1102,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-08-02-01-01-19.wav,Ravdess,19,male,8,male_surprised,Train
1104,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-08-02-01-02-19.wav,Ravdess,19,male,8,male_surprised,Train
1111,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-05-01-01-01-19.wav,Ravdess,19,male,5,male_angry,Train
1112,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-08-02-02-01-19.wav,Ravdess,19,male,8,male_surprised,Train
1113,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-06-02-01-02-19.wav,Ravdess,19,male,6,male_fearful,Train
1114,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-07-01-02-01-19.wav,Ravdess,19,male,7,male_disgust,Train
1115,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-05-02-01-02-19.wav,Ravdess,19,male,5,male_angry,Train
1116,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-04-02-01-01-19.wav,Ravdess,19,male,4,male_sad,Train
1118,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-05-01-02-02-19.wav,Ravdess,19,male,5,male_angry,Train
1119,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-08-01-02-01-19.wav,Ravdess,19,male,8,male_surprised,Train
1121,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-06-01-01-02-19.wav,Ravdess,19,male,6,male_fearful,Train
1122,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-04-02-01-02-19.wav,Ravdess,19,male,4,male_sad,Train
1123,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-06-01-01-01-19.wav,Ravdess,19,male,6,male_fearful,Train
1124,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-06-02-02-01-19.wav,Ravdess,19,male,6,male_fearful,Train
1125,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-04-02-02-02-19.wav,Ravdess,19,male,4,male_sad,Train
1126,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-08-01-02-02-19.wav,Ravdess,19,male,8,male_surprised,Train
1130,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-05-01-02-01-19.wav,Ravdess,19,male,5,male_angry,Train
1131,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-08-02-02-02-19.wav,Ravdess,19,male,8,male_surprised,Train
1132,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-08-01-01-02-19.wav,Ravdess,19,male,8,male_surprised,Train
1135,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-06-01-02-01-19.wav,Ravdess,19,male,6,male_fearful,Train
1136,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-07-02-01-01-19.wav,Ravdess,19,male,7,male_disgust,Train
1137,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-04-01-02-02-19.wav,Ravdess,19,male,4,male_sad,Train
1139,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_19/03-01-08-01-01-01-19.wav,Ravdess,19,male,8,male_surprised,Train
1140,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-01-01-02-02-20.wav,Ravdess,20,female,1,female_neutral,Train
1141,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-01-01-02-01-20.wav,Ravdess,20,female,1,female_neutral,Train
1142,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-03-01-01-01-20.wav,Ravdess,20,female,3,female_happy,Train
1143,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-02-01-01-02-20.wav,Ravdess,20,female,2,female_calm,Train
1144,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-02-01-02-01-20.wav,Ravdess,20,female,2,female_calm,Train
1145,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-02-02-01-01-20.wav,Ravdess,20,female,2,female_calm,Train
1146,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-02-02-02-01-20.wav,Ravdess,20,female,2,female_calm,Train
1147,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-01-01-01-01-20.wav,Ravdess,20,female,1,female_neutral,Train
1148,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-01-01-01-02-20.wav,Ravdess,20,female,1,female_neutral,Train
1149,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-02-02-01-02-20.wav,Ravdess,20,female,2,female_calm,Train
1150,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-02-01-01-01-20.wav,Ravdess,20,female,2,female_calm,Train
1151,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-02-02-02-02-20.wav,Ravdess,20,female,2,female_calm,Train
1152,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-02-01-02-02-20.wav,Ravdess,20,female,2,female_calm,Train
1153,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-06-01-02-02-20.wav,Ravdess,20,female,6,female_fearful,Train
1155,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-08-02-02-01-20.wav,Ravdess,20,female,8,female_surprised,Train
1156,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-06-01-01-02-20.wav,Ravdess,20,female,6,female_fearful,Train
1161,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-04-01-02-02-20.wav,Ravdess,20,female,4,female_sad,Train
1163,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-06-01-02-01-20.wav,Ravdess,20,female,6,female_fearful,Train
1164,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-07-01-01-01-20.wav,Ravdess,20,female,7,female_disgust,Train
1165,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-08-01-02-02-20.wav,Ravdess,20,female,8,female_surprised,Train
1166,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-05-01-01-02-20.wav,Ravdess,20,female,5,female_angry,Train
1167,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-05-02-01-01-20.wav,Ravdess,20,female,5,female_angry,Train
1168,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-08-02-01-02-20.wav,Ravdess,20,female,8,female_surprised,Train
1169,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-08-01-01-02-20.wav,Ravdess,20,female,8,female_surprised,Train
1172,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-08-01-01-01-20.wav,Ravdess,20,female,8,female_surprised,Train
1174,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-07-02-02-02-20.wav,Ravdess,20,female,7,female_disgust,Train
1175,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-04-01-02-01-20.wav,Ravdess,20,female,4,female_sad,Train
1176,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-03-01-01-02-20.wav,Ravdess,20,female,3,female_happy,Train
1177,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-07-02-01-02-20.wav,Ravdess,20,female,7,female_disgust,Train
1180,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-03-02-02-01-20.wav,Ravdess,20,female,3,female_happy,Train
1181,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-03-01-02-01-20.wav,Ravdess,20,female,3,female_happy,Train
1186,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-03-01-02-02-20.wav,Ravdess,20,female,3,female_happy,Train
1190,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-03-02-01-01-20.wav,Ravdess,20,female,3,female_happy,Train
1191,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-08-01-02-01-20.wav,Ravdess,20,female,8,female_surprised,Train
1193,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-06-02-02-02-20.wav,Ravdess,20,female,6,female_fearful,Train
1194,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-03-02-02-02-20.wav,Ravdess,20,female,3,female_happy,Train
1196,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-03-02-01-02-20.wav,Ravdess,20,female,3,female_happy,Train
1197,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-08-02-02-02-20.wav,Ravdess,20,female,8,female_surprised,Train
1198,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-08-02-01-01-20.wav,Ravdess,20,female,8,female_surprised,Train
1199,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_20/03-01-05-01-02-02-20.wav,Ravdess,20,female,5,female_angry,Train
1200,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-01-01-02-02-21.wav,Ravdess,21,male,1,male_neutral,Val
1201,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-01-01-01-01-21.wav,Ravdess,21,male,1,male_neutral,Val
1202,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-02-01-01-02-21.wav,Ravdess,21,male,2,male_calm,Val
1203,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-01-01-02-01-21.wav,Ravdess,21,male,1,male_neutral,Val
1204,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-02-01-02-01-21.wav,Ravdess,21,male,2,male_calm,Val
1205,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-02-01-01-01-21.wav,Ravdess,21,male,2,male_calm,Val
1206,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-01-01-01-02-21.wav,Ravdess,21,male,1,male_neutral,Val
1207,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-04-01-01-01-21.wav,Ravdess,21,male,4,male_sad,Val
1209,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-04-01-02-02-21.wav,Ravdess,21,male,4,male_sad,Val
1211,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-08-02-01-01-21.wav,Ravdess,21,male,8,male_surprised,Val
1214,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-03-01-02-02-21.wav,Ravdess,21,male,3,male_happy,Val
1216,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-03-02-02-02-21.wav,Ravdess,21,male,3,male_happy,Val
1218,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-08-01-02-02-21.wav,Ravdess,21,male,8,male_surprised,Val
1222,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-06-01-02-01-21.wav,Ravdess,21,male,6,male_fearful,Val
1223,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-08-01-01-01-21.wav,Ravdess,21,male,8,male_surprised,Val
1224,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-08-01-02-01-21.wav,Ravdess,21,male,8,male_surprised,Val
1226,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-06-01-01-01-21.wav,Ravdess,21,male,6,male_fearful,Val
1228,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-08-01-01-02-21.wav,Ravdess,21,male,8,male_surprised,Val
1229,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-07-01-01-02-21.wav,Ravdess,21,male,7,male_disgust,Val
1230,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-03-02-01-02-21.wav,Ravdess,21,male,3,male_happy,Val
1231,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-04-01-02-01-21.wav,Ravdess,21,male,4,male_sad,Val
1232,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-02-02-01-02-21.wav,Ravdess,21,male,2,male_calm,Val
1233,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-03-01-01-01-21.wav,Ravdess,21,male,3,male_happy,Val
1234,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-02-02-02-02-21.wav,Ravdess,21,male,2,male_calm,Val
1236,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-07-02-02-02-21.wav,Ravdess,21,male,7,male_disgust,Val
1238,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-03-02-02-01-21.wav,Ravdess,21,male,3,male_happy,Val
1239,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-05-01-02-01-21.wav,Ravdess,21,male,5,male_angry,Val
1240,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-03-01-01-02-21.wav,Ravdess,21,male,3,male_happy,Val
1242,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-08-02-01-02-21.wav,Ravdess,21,male,8,male_surprised,Val
1243,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-07-01-02-01-21.wav,Ravdess,21,male,7,male_disgust,Val
1244,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-02-01-02-02-21.wav,Ravdess,21,male,2,male_calm,Val
1247,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-02-02-01-01-21.wav,Ravdess,21,male,2,male_calm,Val
1248,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-03-01-02-01-21.wav,Ravdess,21,male,3,male_happy,Val
1250,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-03-02-01-01-21.wav,Ravdess,21,male,3,male_happy,Val
1253,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-02-02-02-01-21.wav,Ravdess,21,male,2,male_calm,Val
1254,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-05-01-01-01-21.wav,Ravdess,21,male,5,male_angry,Val
1257,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-05-01-01-02-21.wav,Ravdess,21,male,5,male_angry,Val
1258,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-08-02-02-01-21.wav,Ravdess,21,male,8,male_surprised,Val
1259,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_21/03-01-08-02-02-02-21.wav,Ravdess,21,male,8,male_surprised,Val
1260,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-03-02-02-02-22.wav,Ravdess,22,female,3,female_happy,Val
1262,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-06-01-01-02-22.wav,Ravdess,22,female,6,female_fearful,Val
1263,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-07-01-01-02-22.wav,Ravdess,22,female,7,female_disgust,Val
1264,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-04-02-01-02-22.wav,Ravdess,22,female,4,female_sad,Val
1266,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-06-02-01-01-22.wav,Ravdess,22,female,6,female_fearful,Val
1268,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-07-02-01-02-22.wav,Ravdess,22,female,7,female_disgust,Val
1271,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-03-01-01-02-22.wav,Ravdess,22,female,3,female_happy,Val
1272,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-04-01-01-02-22.wav,Ravdess,22,female,4,female_sad,Val
1273,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-02-01-02-02-22.wav,Ravdess,22,female,2,female_calm,Val
1274,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-01-01-01-01-22.wav,Ravdess,22,female,1,female_neutral,Val
1277,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-02-02-02-01-22.wav,Ravdess,22,female,2,female_calm,Val
1278,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-07-01-02-01-22.wav,Ravdess,22,female,7,female_disgust,Val
1279,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-01-01-02-01-22.wav,Ravdess,22,female,1,female_neutral,Val
1280,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-03-01-02-01-22.wav,Ravdess,22,female,3,female_happy,Val
1281,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-01-01-02-02-22.wav,Ravdess,22,female,1,female_neutral,Val
1284,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-04-01-01-01-22.wav,Ravdess,22,female,4,female_sad,Val
1287,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-03-01-02-02-22.wav,Ravdess,22,female,3,female_happy,Val
1290,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-03-02-02-01-22.wav,Ravdess,22,female,3,female_happy,Val
1291,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-02-01-01-01-22.wav,Ravdess,22,female,2,female_calm,Val
1292,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-02-02-01-01-22.wav,Ravdess,22,female,2,female_calm,Val
1293,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-04-02-01-01-22.wav,Ravdess,22,female,4,female_sad,Val
1294,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-02-02-02-02-22.wav,Ravdess,22,female,2,female_calm,Val
1297,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-02-02-01-02-22.wav,Ravdess,22,female,2,female_calm,Val
1299,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-05-01-01-02-22.wav,Ravdess,22,female,5,female_angry,Val
1301,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-03-02-01-02-22.wav,Ravdess,22,female,3,female_happy,Val
1302,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-02-01-01-02-22.wav,Ravdess,22,female,2,female_calm,Val
1303,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-03-01-01-01-22.wav,Ravdess,22,female,3,female_happy,Val
1305,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-02-01-02-01-22.wav,Ravdess,22,female,2,female_calm,Val
1307,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-03-02-01-01-22.wav,Ravdess,22,female,3,female_happy,Val
1308,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-05-02-01-01-22.wav,Ravdess,22,female,5,female_angry,Val
1310,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-01-01-01-02-22.wav,Ravdess,22,female,1,female_neutral,Val
1311,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-08-02-01-01-22.wav,Ravdess,22,female,8,female_surprised,Val
1312,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-08-02-01-02-22.wav,Ravdess,22,female,8,female_surprised,Val
1313,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-08-01-02-02-22.wav,Ravdess,22,female,8,female_surprised,Val
1314,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-08-02-02-01-22.wav,Ravdess,22,female,8,female_surprised,Val
1316,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-08-01-01-01-22.wav,Ravdess,22,female,8,female_surprised,Val
1317,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-08-02-02-02-22.wav,Ravdess,22,female,8,female_surprised,Val
1318,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-08-01-01-02-22.wav,Ravdess,22,female,8,female_surprised,Val
1319,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_22/03-01-08-01-02-01-22.wav,Ravdess,22,female,8,female_surprised,Val
1321,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-02-01-01-01-23.wav,Ravdess,23,male,2,male_calm,Test
1322,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-03-02-01-01-23.wav,Ravdess,23,male,3,male_happy,Test
1323,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-07-01-01-02-23.wav,Ravdess,23,male,7,male_disgust,Test
1324,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-06-01-01-02-23.wav,Ravdess,23,male,6,male_fearful,Test
1325,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-01-01-02-01-23.wav,Ravdess,23,male,1,male_neutral,Test
1326,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-07-01-02-02-23.wav,Ravdess,23,male,7,male_disgust,Test
1328,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-03-02-02-01-23.wav,Ravdess,23,male,3,male_happy,Test
1329,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-03-02-02-02-23.wav,Ravdess,23,male,3,male_happy,Test
1330,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-04-02-01-01-23.wav,Ravdess,23,male,4,male_sad,Test
1331,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-07-02-02-01-23.wav,Ravdess,23,male,7,male_disgust,Test
